RM,unit,Branch, December , 12th jan , 19th jan , 26th jan , January , WK1 FEB , WK1 FEB2 , WK1 FEB3 , WK1 FEB4 , WK1 mar 
STAFF,Staff,Milimani,497666,467306,400306,456306,487304,482044,446114,459114,399647,400001
RM 3,Branch Banking,Eldoret,64923,64923,64923,64923,64923,64923,64923,64923,64923,64923
RM 2,Branch Banking,Mombasa,133292,161292,161292,161292,160810,171610,171610,171610,171143,171143
RM 1,Branch Banking,Milimani,2243,2243,2243,2243,2243,2243,2243,2243,2243,2243
RM 2,Branch Banking,Mombasa,38524,35756,36167,36167,35549,35425,35207,35394,34780,34933
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 8 ,Corporate Sales,Milimani,1100966,1077209,1026847,1047583,1047583,1040303,947943,885679,957581,980619
RM 5,Corporate Banking,Milimani,123458,123458,123458,123458,123458,123458,123458,123458,123458,123458
RM 5,Corporate Banking,Milimani,112189,23007,23007,19941,19341,19341,19341,19341,18741,18741
RM 1,Branch Banking,Milimani,2243,2243,2243,2243,2243,2243,2243,2243,2243,2243
RM 1,Branch Banking,Milimani,2218,2218,2218,2218,2218,2218,2218,2218,2218,2218
RM 6,Institutional Banking,Milimani,163505,213505,207843,165840,165840,165840,215840,202708,180642,180642
RM 7,Corporate Sales,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 8 ,Corporate Sales,Milimani,122648,536325,360458,375458,370400,372530,264108,296738,150121,552047
RM 2,Branch Banking,Mombasa,59421,59534,59534,59534,59619,59619,59619,59619,59619,59619
RM 2,Branch Banking,Mombasa,466615,456626,461464,472917,471698,469851,467250,469479,468266,480686
RM 8 ,Corporate Sales,Milimani,1661407,1725359,1720359,1720359,1752335,1752335,1652333,1652333,1652333,1652333
RM 1,Branch Banking,Milimani,3671,3671,3671,3671,3671,3671,3671,3671,3671,3671
RM 2,Branch Banking,Mombasa,160050,160050,160050,160050,160050,160050,160050,184050,184050,184050
RM 3,Branch Banking,Eldoret,1873,1873,1873,1873,1873,2873,2873,2873,2873,27043
STAFF,Staff,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,113088,113088,21511,21511,17911,121066,42489,37489,135804,133454
RM 3,Branch Banking,Eldoret,4781,4781,3778,3778,3778,3778,8778,8778,8778,8778
RM 6,Institutional Banking,Milimani,55000,55000,55000,55000,55000,55000,55000,55000,55000,55000
RM 2,Branch Banking,Mombasa,56518,56662,56662,56662,56694,56694,56694,56694,56694,56855
RM 5,Corporate Banking,Milimani,15568,10820,    ,    ,    ,14904,2706,    ,29379,    
STAFF,Staff,Milimani,200,200,1395,1395,2395,2395,2395,2895,2893,2893
RM 2,Branch Banking,Mombasa,5955,931,931,931,33935,10161,10161,2413,35352,596
STAFF,Staff,Milimani,120057,1352,3,2331,15123,3741,1181,75761,4,2681
RM 1,Branch Banking,Milimani,2066,2066,2066,2066,2066,2066,2066,2066,2066,2066
RM 3,Branch Banking,Eldoret,53877,53877,53877,53877,53877,53877,53877,53877,53877,53877
RM 13,Branch Banking,Industrial Area,53488,53488,53488,53488,53488,53488,53488,53488,53488,53488
RM 7,Corporate Sales,Milimani,3996,3996,3996,3996,3996,3996,3996,3996,3996,3996
RM 1,Branch Banking,Milimani,561,561,561,561,561,561,561,561,561,561
RM 2,Branch Banking,Mombasa,2648650,2648650,2648700,3184944,3184944,3184944,3184944,55230,55230,1050206
RM 7,Corporate Sales,Milimani,1460710,1460710,1460710,1460710,1460710,1460710,1460710,1460710,1460710,1460710
RM 6,Institutional Banking,Milimani,224,224,224,224,44,44,44,44,    ,    
RM 8 ,Corporate Sales,Milimani,44997,44997,44997,44997,44997,44997,44997,44997,44997,44997
RM 1,Branch Banking,Milimani,2045,2045,2045,2045,2045,2045,2045,2045,2045,2045
RM 2,Branch Banking,Mombasa,46104,49948,49948,40816,40216,30150,20084,20084,19484,19484
STAFF,Staff,Milimani,100000,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,90570,90570,93954,90388,108260,104994,94882,99882,116371,105305
STAFF,Staff,Milimani,142932,81807,80092,107173,745075,680074,680074,865631,736201,539344
RM 6,Institutional Banking,Milimani,172846,182942,182942,25842,24253,34272,34138,34253,33040,43229
RM 3,Branch Banking,Eldoret,39715,113,113,113,113,113,113,113,113,113
RM 1,Branch Banking,Milimani,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928
RM 3,Branch Banking,Eldoret,4419,4419,4419,4419,4419,4419,4419,4419,4419,4419
RM 9,Corporate Banking,Milimani,4973,4973,4973,4973,4373,4373,4373,4373,3773,3773
RM 7,Corporate Sales,Milimani,48124,48124,48124,48124,48124,48124,48124,48124,48124,48124
RM 13,Branch Banking,Industrial Area,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,404320,304318,304318,304318,304318,305318,305318,100315,100315,100315
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 2,Branch Banking,Mombasa,48408,48408,48408,48408,48408,48408,48408,48408,48408,48408
RM 2,Branch Banking,Mombasa,22811,42261,42261,42261,41661,78111,78111,78111,120161,92448
RM 3,Branch Banking,Eldoret,596,596,596,596,596,596,596,596,596,596
RM 1,Branch Banking,Milimani,1599,1599,1599,1599,1599,1599,1599,1599,1599,1599
RM 1,Branch Banking,Milimani,83815,83815,83815,83815,83815,83815,83815,83815,83815,73749
RM 5,Corporate Banking,Milimani,85977,86017,86540,86540,86540,86379,86098,86339,86339,86540
STAFF,Staff,Milimani,2920997,2061089,2002074,2032608,2042028,2000163,2002263,2253351,2065122,2020672
RM 1,Branch Banking,Milimani,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572
RM 7,Corporate Sales,Milimani,35887,35901,36093,36093,34274,24218,24119,24203,22390,22458
RM 1,Branch Banking,Milimani,34119,36116,210643,100588,99652,28010,27709,45085,198199,32514
RM 2,Branch Banking,Mombasa,47073,47073,47073,47073,47073,47073,47073,47073,47073,47073
STAFF,Staff,Milimani,61920,41915,33912,47099,36094,25089,15834,71853,33006,96
RM 8,Corporate Sales,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,2084,2084,2084,2084,2084,2084,2084,2084,2084,2084
RM 5,Corporate Banking,Milimani,50887,50887,50887,50887,50887,50887,50887,50887,50887,50887
RM 9,Corporate Banking,Milimani,9207,3683,3683,3683,3683,3683,3683,3683,3683,3683
RM 2,Branch Banking,Mombasa,34239,34239,34239,34239,34239,34239,34239,34239,38807,38807
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,925790,817500,509306
RM 13,Branch Banking,Industrial Area,101985,735414,136414,136414,135814,135814,62121,62121,61521,720241
RM 1,Branch Banking,Milimani,366,366,366,366,366,366,366,366,366,366
RM 1,Branch Banking,Milimani,3015504,3015504,3015504,3015504,3014904,3014904,3014904,3014904,3014304,3014304
RM 1,Branch Banking,Milimani,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311
RM 2,Branch Banking,Mombasa,50584,50584,50584,50584,48114,1146914,206914,125664,1025064,113514
RM 1,Branch Banking,Milimani,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300
RM 2,Branch Banking,Mombasa,23983,24183,24183,24183,14183,14183,14183,14183,14183,14483
RM 1,Branch Banking,Milimani,1279,1279,1279,1279,1279,1279,1279,1279,1279,1279
RM 9,Corporate Banking,Milimani,587896,587896,587896,513753,513753,513753,513753,463821,463821,463821
STAFF,Staff,Milimani,214678,676,676,106768,93765,93765,982760,918766,789111,34853
RM 1,Branch Banking,Milimani,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204
RM 1,Branch Banking,Milimani,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204
RM 3,Branch Banking,Eldoret,    ,900,900,900,4154,4154,4154,4154,4154,4154
RM 1,Branch Banking,Milimani,1204,1204,1204,1204,1204,1204,1204,1204,1204,1204
RM 3,Branch Banking,Eldoret,3250721,3260721,3260721,3260721,3260121,3260121,3260121,3250055,3241389,3141323
RM 3,Branch Banking,Eldoret,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 3,Branch Banking,Eldoret,168612,88000,143510,143510,143510,143510,144030,144030,144030,144030
RM 1,Branch Banking,Milimani,999480,1974480,1974480,1974480,1974480,1974480,1974480,1974480,1974480,1974480
STAFF,Staff,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044
RM 3,Branch Banking,Eldoret,20025,9,9,40889,40709,5577,5577,5577,209,209
RM 2,Branch Banking,Mombasa,39632,39632,39632,39632,39632,39632,39632,39632,39632,39632
RM 2,Branch Banking,Mombasa,581015,598943,598943,598943,553785,574785,567785,567785,476854,507504
RM 1,Branch Banking,Milimani,1038,1038,1038,1038,1038,1038,1038,1038,1038,1038
RM 13,Branch Banking,Industrial Area,889,525,523,518,333,3170,507,717,25190,6075
RM 13,Branch Banking,Industrial Area,32471,5871,4871,154871,154871,313971,31971,188071,218921,527671
RM 1,Branch Banking,Milimani,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033
RM 1,Branch Banking,Milimani,2383855,2365365,2365365,2365365,2529765,2669765,2294765,1929765,2029865,1972065
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,16000,1000,1000,1000,1000,119970,38472,1000,1000,1000
RM 13,Branch Banking,Industrial Area,38186,38186,38186,38186,38186,38186,38186,38186,38186,38186
RM 1,Branch Banking,Milimani,    ,    ,19753,19753,19753,1737,1737,1737,1737,    
RM 2,Branch Banking,Mombasa,36667,36667,36667,36667,36667,36667,36667,36667,36667,36667
RM 1,Branch Banking,Milimani,    ,    ,    ,1000,1000,    ,    ,    ,1000,    
RM 8 ,Corporate Sales,Milimani,36606,36606,36606,36606,36606,36606,36606,36606,36606,36606
RM 1,Branch Banking,Milimani,2686,4686,4686,4686,4686,4686,4686,4686,4686,4686
RM 1,Branch Banking,Milimani,948,948,948,948,948,948,948,948,948,948
RM 6,Institutional Banking,Milimani,34,34,34,5034,5034,5034,34,34,34,34
RM 1,Branch Banking,Milimani,826,826,826,826,826,826,826,826,826,826
RM 7,Corporate Sales,Milimani,1633690,1634478,1612245,1613224,1862793,1813444,1772774,1777521,1778315,1733454
RM 1,Branch Banking,Milimani,816,816,816,816,816,816,816,816,816,816
RM 3,Branch Banking,Eldoret,797,797,797,797,797,797,797,797,797,797
RM 13,Branch Banking,Industrial Area,34944,34944,34944,34944,34944,34944,34944,34944,34944,34944
RM 8 ,Corporate Sales,Milimani,94336,16256,16256,16256,15656,15920,15920,15920,15320,15584
STAFF,Staff,Milimani,10055,98,707104,507288,409788,386007,325007,446099,331495,246442
RM 1,Branch Banking,Milimani,690,690,690,690,690,690,690,690,690,690
RM 2,Branch Banking,Mombasa,34715,34715,34715,34715,34715,34715,34715,34715,34715,34715
RM 3,Branch Banking,Eldoret,44335,44335,44335,44335,44335,44335,44335,44335,44335,44335
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 13,Branch Banking,Industrial Area,9362,10862,10862,10862,11362,12862,12862,12862,12862,13362
RM 2,Branch Banking,Mombasa,34558,34558,34671,34671,34756,34756,34756,34756,34756,34756
RM 3,Branch Banking,Eldoret,5136,5136,1068893,915498,715498,195892,195892,185892,185892,152784
RM 7,Corporate Sales,Milimani,33833,33833,33833,33833,33833,33833,33833,33833,33833,33833
RM 1,Branch Banking,Milimani,606,606,606,606,606,606,606,606,606,606
RM 1,Branch Banking,Milimani,64494,71038,63109,63109,61891,61717,61413,61674,60460,60675
RM 2,Branch Banking,Mombasa,62554,104379,66379,66379,65797,48049,100002,100002,99402,99402
RM 13,Branch Banking,Industrial Area,766,766,766,766,766,766,766,766,766,766
RM 1,Branch Banking,Milimani,1266443,1166377,1216377,1206445,1211445,1218445,1218445,1218445,1218445,1243945
RM 2,Branch Banking,Mombasa,32964,32964,32964,32964,32964,32964,32964,32964,32964,32964
STAFF,Staff,Milimani,3736,9,9,30475,444,6241,2923,149422,42,6423
RM 8 ,Corporate Sales,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,92773,    ,    ,117,    ,    ,    ,    ,    ,    
RM 6,Institutional Banking,Milimani,294368,430890,420824,415758,415758,395692,544126,543060,543060,543060
RM 1,Branch Banking,Milimani,587,587,587,587,587,587,587,587,587,587
RM 1,Branch Banking,Milimani,587,587,587,587,587,587,587,587,587,587
RM 3,Branch Banking,Eldoret,9145,18951,45344,9849,44064,7556,37636,54016,7500,25380
RM 3,Branch Banking,Eldoret,1945,1945,1945,1945,1945,1945,1945,401945,401945,201942
RM 9,Corporate Banking,Milimani,4236,2236,2236,2236,2236,3236,1236,1236,1236,1236
RM 2,Branch Banking,Mombasa,4276,4276,4276,4276,4276,4276,4276,4276,4276,4276
RM 1,Branch Banking,Milimani,574,574,574,574,574,574,574,574,574,574
RM 5,Corporate Banking,Milimani,749,749,749,749,    ,    ,    ,    ,    ,    
STAFF,Staff,Milimani,1930,25,25,7539,1137,307,2,51470,11762,2627
RM 2,Branch Banking,Mombasa,1660,2170,6230,1247,3981,8941,12006,2558,3508,616
RM 5,Corporate Banking,Milimani,567,567,567,567,567,567,567,567,567,567
RM 7,Corporate Sales,Milimani,3903987,3987987,3887987,3887987,3868893,4239093,4195497,4195497,4435594,4423794
RM 8 ,Corporate Sales,Milimani,30106,30124,30363,30363,30363,30289,30161,30271,30271,30363
RM 1,Branch Banking,Milimani,1649409,1599409,1599409,1394409,1388809,1388809,1388809,1388809,1369709,1369709
RM 2,Branch Banking,Mombasa,31215,31215,31215,31215,31215,31715,31715,31715,31715,31715
RM 7,Corporate Sales,Milimani,1351387,201387,3871296,1607375,655775,655775,1781,1781,1181,1181
RM 13,Branch Banking,Industrial Area,1204255,1203703,1274900,1124945,1124793,1027788,593083,670828,540625,358307
RM 1,Branch Banking,Milimani,16858,16858,4858,4858,4258,4258,4258,4258,3658,3658
RM 5,Corporate Banking,Milimani,35532,35532,35532,35532,35532,35532,35532,35532,35532,35532
RM 3,Branch Banking,Eldoret,99396,99396,99396,99396,99396,99396,99396,103393,103393,103393
RM 6,Institutional Banking,Milimani,2,150002,1167,1167,    ,    ,557,41,    ,    
RM 1,Branch Banking,Milimani,241524,183774,183774,165974,165374,165624,172624,227624,237024,263394
STAFF,Staff,Milimani,595285,595435,595435,646626,628126,627623,627623,687993,661499,660784
RM 3,Branch Banking,Eldoret,27586,27586,27586,27586,27586,27586,27586,27586,27586,27586
RM 1,Branch Banking,Milimani,698546,378678,363448,189117,491503,212475,161181,1051753,538505,498043
RM 2,Branch Banking,Mombasa,8643,8643,8643,8643,8043,8043,8043,8043,7443,7443
RM 2,Branch Banking,Mombasa,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 1,Branch Banking,Milimani,508,508,508,508,508,508,508,508,508,508
RM 3,Branch Banking,Eldoret,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588
RM 13,Branch Banking,Industrial Area,6854,46854,41851,41851,15406,15406,15403,15403,958,958
RM 3,Branch Banking,Eldoret,14207,205,205,205,205,25496,494,494,494,15777
STAFF,Staff,Milimani,5903,18704,1813,11928,8606,297,2511,54846,65195,45753
STAFF,Staff,Milimani,862368,121,7061,48079,572,10323,104943,334895,2052,1302
RM 2,Branch Banking,Mombasa,195683,5051,5051,5051,4451,4451,4451,4451,3851,3851
RM 3,Branch Banking,Eldoret,229,229,229,229,49,49,49,49,    ,    
RM 1,Branch Banking,Milimani,1398421,1312591,1300525,1300525,1181394,951196,1003696,993630,955610,952978
RM 1,Branch Banking,Milimani,465,465,465,465,465,465,465,465,465,465
RM 1,Branch Banking,Milimani,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 8 ,Corporate Sales,Milimani,24969,24969,24969,24969,24969,24969,24969,24969,24969,24969
RM 3,Branch Banking,Eldoret,24571,24571,24571,24571,24571,24571,24571,24571,24571,24571
RM 3,Branch Banking,Eldoret,582,582,582,582,582,582,582,582,582,582
RM 8 ,Corporate Sales,Milimani,1000,40,1000,1000,954,40,9495,9495,8535,8535
RM 1,Branch Banking,Milimani,410,410,410,410,230,230,230,230,    ,    
RM 8 ,Corporate Sales,Milimani,11174,17174,17174,20174,19574,25574,34574,34574,36974,46974
RM 3,Branch Banking,Eldoret,886,886,886,886,886,886,886,886,886,886
RM 5,Corporate Banking,Milimani,5210,5210,76210,36210,35610,15610,9010,19010,18410,13180
RM 1,Branch Banking,Milimani,34143,12615,2483,31153,113785,1303,51303,14568,89195,652
RM 2,Branch Banking,Mombasa,24008,24008,24008,24008,24008,24008,24008,24008,24008,24008
RM 1,Branch Banking,Milimani,4234,4234,4234,4234,4234,4234,4234,4234,4234,4234
RM 1,Branch Banking,Milimani,202241,58718,102418,2418,1641,108858,2458,190572,51754,313912
RM 2,Branch Banking,Mombasa,23324,23324,23324,23324,23324,23524,23524,23524,23524,23524
RM 1,Branch Banking,Milimani,24125,46297,36820,29688,84502,34454,41188,33524,29846,7648
RM 3,Branch Banking,Eldoret,13133,13133,13133,13133,13133,13133,13133,13133,13133,13133
RM 7,Corporate Sales,Milimani,39066,139066,139066,139066,138466,138466,130546,130546,130060,130060
RM 3,Branch Banking,Eldoret,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424
RM 3,Branch Banking,Eldoret,22955,22958,22994,22994,22994,22983,22963,22980,22980,22994
RM 2,Branch Banking,Mombasa,102329,102329,99326,97324,97324,97324,117324,117324,115821,115821
RM 1,Branch Banking,Milimani,384,384,384,384,204,204,204,204,    ,    
STAFF,Staff,Milimani,30710,7,89,24115,716085,684385,623642,675364,629244,615934
STAFF,Staff,Mombasa,3085,293085,353085,5365,75365,275365,355365,7645,57645,357645
RM 2,Branch Banking,Mombasa,22216,22216,22216,22216,22216,22216,22216,22216,22216,22216
RM 8 ,Corporate Sales,Milimani,22199,22199,22199,22199,22199,22199,22199,22199,22199,22199
RM 13,Branch Banking,Industrial Area,    ,    ,    ,    ,    ,    ,    ,    ,    ,    
RM 5,Corporate Banking,Milimani,173080,173080,173080,173080,173080,173080,173080,173080,173080,173080
RM 9,Corporate Banking,Milimani,173080,173080,173080,173080,173080,173080,173080,173080,173080,173080
RM 1,Branch Banking,Milimani,231986,231986,231986,231986,231643,231643,231643,231643,231603,231603
RM 6,Institutional Banking,Milimani,112,112,95046,84980,62668,3404,338,100338,18664,1966
RM 7,Corporate Sales,Milimani,21604,21604,21604,21604,21604,21604,21604,21604,21604,21604
RM 3,Branch Banking,Eldoret,21424,21424,21424,21424,21424,21424,21424,21424,21424,21424
RM 3,Branch Banking,Eldoret,573,570,570,570,570,570,570,570,568,568
RM 2,Branch Banking,Mombasa,997,997,997,997,997,997,80997,50994,50994,50994
RM 5,Corporate Banking,Milimani,414880,307800,307800,307800,306840,416840,353212,353212,359283,328083
RM 1,Branch Banking,Milimani,203026,203526,203526,203526,203526,203526,203526,203526,203526,203526
RM 3,Branch Banking,Eldoret,21080,21080,21080,21080,21080,21080,21080,21080,21080,21080
